,Accepted Symbol,Synonym Symbol,Scientific Name,Growth Habit,Invasive,Bloat,C:N Ratio,Coppice Potential,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Lifespan,Nitrogen Fixation,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,Adapted to Fine Textured Soils,Moisture Use,pH (Minimum),pH (Maximum),"Planting Density per Acre, Maximum",Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Shade Tolerance,"Temperature, Minimum (°F)",Commercial Availability,Propogated by Seed,Fodder Product,Palatable Browse Animal,Palatable Graze Animal,Protein Potential,Sheffields Aval
24213,JUEXC,,Jungermannia exsertifolia ssp. cordifolia,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24214,JUEXP,,Jungermannia exsertifolia ssp. cordifolia var. pendletonii,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24215,JUFO3,,Jungermannia fossombronioides,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24216,JUGR6,,Jungermannia gracillima,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24217,JUHY4,,Jungermannia hyalina,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24218,JUKA2,,Jungermannia karl-muelleri,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24219,JUKAH,,Jungermannia karl-muelleri ssp. heteroicum,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24220,JUKAK,,Jungermannia karl-muelleri ssp. karl-muelleri,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24221,JULE7,,Jungermannia leiantha,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24222,JUOB3,,Jungermannia obovata,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24223,JUPO3,,Jungermannia polaris,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24224,JUPU2,,Jungermannia pumila,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24225,JUPY3,,Jungermannia pyriflora,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24226,JUPYP,,Jungermannia pyriflora ssp. purpurea,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24227,JUPYI,,Jungermannia pyriflora ssp. purpurea var. innovata,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24228,JUPYP2,,Jungermannia pyriflora ssp. pyriflora,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24229,JURU3,,Jungermannia rubra,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24230,JUSC4,,Jungermannia schusterana,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24231,JUSP6,,Jungermannia sphaerocarpa,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24232,JUSU12,,Jungermannia subelliptica,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24233,JUSU13,,Jungermannia subulata,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24234,JUNIP,,Juniperus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24235,JUAR3,,Juniperus arizonica,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24236,JUAS,,Juniperus ashei,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24237,JUCA7,,Juniperus californica,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24238,JUCE3,,Juniperus cedrus,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24239,JUCH4,,Juniperus chinensis,"Tree, Shrub",,None,High,No,Rapid,12.0,60.0,Moderate,None,Yes,Yes,Yes,Medium,4.5,7.5,1200.0,30.0,60.0,14.0,Intolerant,-33.0,Routinely Available,No,No,Low,,Low,False
24240,JUCHS2,,Juniperus chinensis var. sargentii,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24241,JUCO11,,Juniperus coahuilensis,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24242,JUCO6,,Juniperus communis,"Tree, Shrub",,None,High,No,Slow,5.0,10.0,Long,None,Yes,Yes,Yes,Low,5.5,8.0,2200.0,20.0,60.0,14.0,Intolerant,-43.0,Routinely Available,Yes,No,Low,Low,Low,True
24243,JUCOC4,,Juniperus communis var. charlottensis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24244,JUCOC3,,Juniperus communis var. communis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24245,JUCOD,,Juniperus communis var. depressa,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24246,JUCOM,,Juniperus communis var. megistocarpa,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24247,JUCOM2,,Juniperus communis var. montana,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24248,JUCO12,,Juniperus conferta,Shrub,,None,High,No,Moderate,2.0,2.0,Moderate,None,Yes,Yes,No,Medium,5.0,7.8,4800.0,30.0,60.0,14.0,Intolerant,-13.0,Routinely Available,No,No,Low,Low,Low,False
24249,JUDE2,,Juniperus deppeana,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24250,JUDR2,,Juniperus drupacea,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24251,JUEX2,,Juniperus excelsa,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24252,JUFA2,,Juniperus ×fassettii,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24253,JUFL,,Juniperus flaccida,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24254,JUFO2,,Juniperus foetidissima,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24255,JUGR7,,Juniperus grandis,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24256,JUHO2,,Juniperus horizontalis,Subshrub,,None,High,No,Moderate,1.0,4.0,Moderate,None,No,Yes,No,High,5.5,7.8,4800.0,30.0,60.0,12.0,Intolerant,-43.0,Routinely Available,No,No,Low,Low,Low,False
24257,JUMA10,,Juniperus maritima,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24258,JUMO,,Juniperus monosperma,"Tree, Shrub",,None,High,Yes,Slow,20.0,40.0,Long,None,Yes,Yes,Yes,Low,7.0,8.5,800.0,8.0,26.0,12.0,Intolerant,-13.0,Field Collections Only,Yes,No,Low,Low,Low,True
24259,JUMOG,,Juniperus monosperma var. gracilis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24260,JUMOM,,Juniperus monosperma var. monosperma,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24261,JUOC,,Juniperus occidentalis,Tree,,None,High,Yes,Slow,25.0,33.0,Long,None,Yes,Yes,No,Low,6.0,8.5,1200.0,8.0,24.0,12.0,Intolerant,-33.0,Routinely Available,Yes,No,Low,Low,Low,True
24262,JUOS,,Juniperus osteosperma,Tree,,None,High,No,Slow,25.0,26.0,Long,None,Yes,Yes,No,Low,6.5,8.2,1200.0,12.0,20.0,20.0,Intolerant,-28.0,Routinely Available,Yes,No,Low,Low,Low,True
24263,JUOX2,,Juniperus oxycedrus,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24264,JUOXM2,,Juniperus oxycedrus ssp. macrocarpa,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24265,JUPH2,,Juniperus phoenicea,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24266,JUPI,,Juniperus pinchotii,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24267,JUPO4,,Juniperus polycarpos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24268,JUPS2,,Juniperus pseudosabina,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24269,JURI3,,Juniperus rigida,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
24270,JUSA5,,Juniperus sabina,"Shrub, Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24271,JUSC2,,Juniperus scopulorum,"Tree, Shrub",,None,High,No,Slow,25.0,50.0,Long,None,Yes,Yes,No,Low,5.0,8.5,1200.0,9.0,26.0,20.0,Intolerant,-38.0,Routinely Available,Yes,No,Low,Low,Low,False
24272,JUSQ2,,Juniperus squamata,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24273,JUVI,,Juniperus virginiana,Tree,NE&GP,None,High,No,Slow,25.0,50.0,Moderate,None,Yes,Yes,Yes,Low,4.7,8.0,1200.0,15.0,68.0,20.0,Intermediate,-43.0,Routinely Available,Yes,No,Low,Low,Low,True
24274,JUVIS,,Juniperus virginiana var. silicicola,Tree,,None,High,No,Slow,30.0,65.0,Long,None,Yes,Yes,No,Medium,6.0,7.0,1200.0,29.0,63.0,18.0,Intolerant,-8.0,Routinely Available,Yes,No,Medium,Low,,False
24275,JUVIV,,Juniperus virginiana var. virginiana,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24276,JUWA2,,Juniperus wallichiana,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24277,JUSTI,,Justicia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24278,JUAD,,Justicia adhatoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24279,JUAM,,Justicia americana,Forb/herb,,None,Medium,No,Rapid,,2.5,,None,Yes,Yes,Yes,Medium,5.4,7.6,10912.0,35.0,60.0,10.0,Tolerant,-28.0,Routinely Available,No,No,Medium,Medium,,False
24280,JUAN,,Justicia angusta,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24281,JUBE2,,Justicia betonica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24282,JUBO3,,Justicia borinquensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24283,JUBR6,,Justicia brandegeeana,"Forb/herb, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24284,JUCA8,,Justicia californica,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24285,JUCA9,,Justicia candicans,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24286,JUCAS3,,Justicia candicans var. subglabra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24287,JUCA17,,Justicia carnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24288,JUCA10,,Justicia carthagenensis,"Shrub, Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24289,JUCO7,,Justicia comata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24290,JUCO8,,Justicia cooleyi,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24291,JUCR,,Justicia crassifolia,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24292,JUCU,,Justicia culebritae,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24293,JULA3,,Justicia lanceolata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24294,JULO3,,Justicia longii,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24295,JUMA6,,Justicia martinsoniana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24296,JUMI3,,Justicia mirabiloides,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24297,JUOV,,Justicia ovata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24298,JUOVO,,Justicia ovata var. ovata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24299,JUPA7,,Justicia pacifica,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24300,JUPE3,,Justicia pectoralis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24301,JUPI5,,Justicia pilosella,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24302,JUSO,,Justicia sonorae,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24303,JUSP5,,Justicia sphaerosperma,"Forb/herb, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24304,JUSP4,,Justicia spicigera,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24305,JUTU3,,Justicia turneri,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24306,JUWA,,Justicia warnockii,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24307,JUWR,,Justicia wrightii,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24308,KAEMP2,,Kaempferia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24309,KAGA2,,Kaempferia galanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24310,KARO2,,Kaempferia rotunda,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24311,KAERN,,Kaernefeltia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24312,KACA4,,Kaernefeltia californica,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24313,KAME,,Kaernefeltia merrillii,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24314,KALAN,,Kalanchoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24315,KABE,,Kalanchoe beauverdii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24316,KABL,,Kalanchoe blossfeldiana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24317,KADA,,Kalanchoe daigremontiana,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24318,KADE,,Kalanchoe delagoensis,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24319,KAFE,,Kalanchoe fedtschenkoi,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24320,KAGA,,Kalanchoe gastonis-bonnieri,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24321,KAIN2,,Kalanchoe integra,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24322,KAINC,,Kalanchoe integra var. crenata,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24323,KAINV,,Kalanchoe integra var. verea,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24324,KALA3,,Kalanchoe laciniata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24325,KALA4,,Kalanchoe laxiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24326,KAMA3,,Kalanchoe marmorata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24327,KAPI,,Kalanchoe pinnata,"Subshrub, Forb/herb",HEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24328,KALIM,,Kalimeris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24329,KAIN5,,Kalimeris indica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24330,KAMO,,Kalimeris mongolica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24331,KALIN,,Kalinia,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24332,KAOB,,Kalinia obtusiflora,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24333,KALLS,,Kallstroemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24334,KACA,,Kallstroemia californica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24335,KAGR,,Kallstroemia grandiflora,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24336,KAHI,,Kallstroemia hirsutissima,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24337,KAMA,,Kallstroemia maxima,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24338,KAPA,,Kallstroemia parviflora,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24339,KAPE,,Kallstroemia perennans,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24340,KAPU,,Kallstroemia pubescens,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24341,KALMI,,Kalmia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24342,KAAN,,Kalmia angustifolia,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
24343,KACA2,,Kalmia carolina,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24344,KACU,,Kalmia cuneata,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24345,KAHI2,,Kalmia hirsuta,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24346,KALA,,Kalmia latifolia,"Tree, Shrub",,None,High,No,Slow,5.0,6.0,Long,None,Yes,Yes,No,Low,4.5,5.5,1700.0,32.0,60.0,24.0,Tolerant,-23.0,Routinely Available,Yes,No,Low,Low,Low,True
24347,KAMI,,Kalmia microphylla,"Subshrub, Shrub",,None,High,No,Slow,1.0,1.0,Long,None,Yes,Yes,No,Medium,6.0,7.3,2700.0,12.0,20.0,12.0,Tolerant,-28.0,Contracting Only,Yes,No,Low,Low,Low,False
24348,KAPO,,Kalmia polifolia,Shrub,,None,High,No,Slow,1.0,1.0,Long,None,Yes,Yes,Yes,Medium,6.0,7.3,2700.0,12.0,20.0,12.0,Tolerant,-28.0,Contracting Only,Yes,No,Low,Low,Low,False
24349,KALMI2,,Kalmiopsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24350,KAFR,,Kalmiopsis fragrans,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24351,KALE,,Kalmiopsis leachiana,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24352,KALOP,,Kalopanax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24353,KASE,,Kalopanax septemlobus,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
24354,KANAL,,Kanaloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24355,KAKA,,Kanaloa kahoolawensis,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24356,KARRO,,Karroochloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24357,KACU2,,Karroochloa curva,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24358,KAPU2,,Karroochloa purpurea,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24359,KARSC,,Karschia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24360,KAIN4,,Karschia inops,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24361,KARWI,,Karwinskia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24362,KAHU,,Karwinskia humboldtiana,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24363,KECKI,,Keckiella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24364,KEAN,,Keckiella antirrhinoides,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24365,KEANA,,Keckiella antirrhinoides ssp. antirrhinoides,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24366,KEANM,,Keckiella antirrhinoides ssp. microphylla,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24367,KEBR,,Keckiella breviflora,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24368,KEBRB,,Keckiella breviflora ssp. breviflora,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24369,KEBRG,,Keckiella breviflora ssp. glabrisepala,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24370,KECO,,Keckiella cordifolia,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24371,KECO2,,Keckiella corymbosa,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24372,KELE,,Keckiella lemmonii,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24373,KERO,,Keckiella rothrockii,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24374,KEROJ,,Keckiella rothrockii ssp. jacintensis,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24375,KEROR,,Keckiella rothrockii ssp. rothrockii,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24376,KETE,,Keckiella ternata,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24377,KETES,,Keckiella ternata ssp. septentrionalis,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24378,KETET,,Keckiella ternata ssp. ternata,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24379,KELLO,,Kelloggia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24380,KEGA,,Kelloggia galioides,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24381,KELSE,,Kelseya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24382,KEUN,,Kelseya uniflora,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24383,KENNE,,Kennedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24384,KENI,,Kennedia nigricans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24385,KEPR2,,Kennedia prostrata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
24386,KERU2,,Kennedia rubicunda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24387,KERRI,,Kerria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24388,KEJA,,Kerria japonica,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24389,KETEL,,Keteleeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24390,KEEV,,Keteleeria evelyniana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
24391,KEYSS2,,Keysseria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24392,KEER,,Keysseria erici,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24393,KEHE,,Keysseria helenae,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24394,KEMA,,Keysseria maviensis,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24395,KHAYA2,,Khaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24396,KHAN,,Khaya anthotheca,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24397,KHSE2,,Khaya senegalensis,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24398,KIAER,,Kiaeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24399,KIBL,,Kiaeria blyttii,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24400,KIFA,,Kiaeria falcata,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24401,KIGL,,Kiaeria glacialis,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24402,KIST,,Kiaeria starkei,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24403,KICKX,,Kickxia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24404,KIEL,,Kickxia elatine,Forb/herb,WSWS,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24405,KISP,,Kickxia spuria,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24406,KIGEL,,Kigelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24407,KIAF,,Kigelia africana,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24408,KIRSC,,Kirschsteiniothelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24409,KIAC,,Kirschsteiniothelia acerina,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24410,KIAE,,Kirschsteiniothelia aethiops,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24411,KIMA,,Kirschsteiniothelia maritima,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24412,KIRE,,Kirschsteiniothelia recessa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24413,KITH,,Kirschsteiniothelia thujina,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24414,KLEIN,,Kleinhovia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24415,KLHO,,Kleinhovia hospita,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24416,KLEIN2,,Kleinia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24417,KLAN,,Kleinia anteuphorbium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24418,KNAUT,,Knautia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24419,KNAR,,Knautia arvensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24420,KNIPH,,Kniphofia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24421,KNUV80,,Kniphofia uvaria,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24422,KOANO2,,Koanophyllon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24423,KODO,,Koanophyllon dolicholepis,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24424,KODR2,,Koanophyllon droserolepis,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24425,KOPO,,Koanophyllon polyodon,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24426,KOSO,,Koanophyllon solidaginifolium,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24427,KOVI2,,Koanophyllon villosum,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24428,KOBRE,,Kobresia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24429,KOMY,,Kobresia myosuroides,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24430,KOSI,,Kobresia sibirica,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24431,KOSI2,,Kobresia simpliciuscula,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24432,KOEBE,,Koeberlinia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24433,KOSP,,Koeberlinia spinosa,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24434,KOSPS,,Koeberlinia spinosa var. spinosa,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24435,KOSPT,,Koeberlinia spinosa var. tenuispina,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24436,KOELE,,Koeleria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
24437,KOAS,,Koeleria asiatica,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
